4,5,0.0,0.0
4,6,0.0,0.015624284744262695
4,7,0.0,0.01562356948852539
4,8,0.0,0.015625476837158203
4,9,0.0,0.0156252384185791
5,6,0.0,0.015624761581420898
5,7,0.0,0.015623807907104492
5,8,0.0039975643157958984,0.029694318771362305
5,9,0.0,0.07902145385742188
6,7,0.0,0.04687356948852539
6,8,0.004998683929443359,0.05321931838989258
6,9,0.015625715255737305,0.09856700897216797
7,8,0.015625715255737305,0.12897205352783203
7,9,0.015627145767211914,0.25426435470581055
8,9,0.010993480682373047,0.6923191547393799
4,10,0.0,0.031247377395629883
4,11,0.003997325897216797,0.040387868881225586
4,12,0.0,0.08003973960876465
4,13,0.0,0.08800387382507324
5,10,0.0,0.3511176109313965
5,11,0.004121065139770508,0.1579735279083252
5,12,0.019837379455566406,0.228621244430542
5,13,0.01562643051147461,0.21225357055664062
6,10,0.01562356948852539,0.2757737636566162
6,11,0.009977102279663086,0.31597042083740234
6,12,0.01562643051147461,0.5483198165893555
6,13,0.012993097305297852,0.6333944797515869
7,10,0.015624761581420898,0.474337100982666
7,11,0.015624523162841797,0.800386905670166
7,12,0.015622854232788086,1.6979238986968994
7,13,0.015624761581420898,2.104717493057251
8,10,0.015625953674316406,0.8750247955322266
8,11,0.015622615814208984,2.137669324874878
8,12,0.0156252384185791,2.5562403202056885
8,13,0.0156252384185791,2.920149564743042
9,10,0.015624284744262695,1.822371006011963
9,11,0.031249284744262695,2.5651004314422607
9,12,0.02879953384399414,5.743375301361084
9,13,0.01562356948852539,7.82448935508728
10,11,0.008119821548461914,5.611375331878662
10,12,0.031250953674316406,6.681610822677612
10,13,0.03125119209289551,12.770715951919556
11,12,0.03858494758605957,17.760109186172485
11,13,0.03125,42.521966218948364
12,13,0.046874046325683594,42.50390338897705
