4,5,0.0018155574798583984,0.007871627807617188
6,4,0.001646280288696289,0.013703346252441406
7,4,0.003070354461669922,0.030787229537963867
4,8,0.0022132396697998047,0.035607099533081055
4,9,0.0026650428771972656,0.10874485969543457
5,6,0.0026907920837402344,0.0447843074798584
5,7,0.0025949478149414062,0.12417340278625488
8,5,0.0059871673583984375,0.16931390762329102
5,9,0.004689216613769531,0.7603521347045898
7,6,0.0045146942138671875,0.3201587200164795
8,6,0.007180690765380859,0.6994647979736328
6,9,0.006958961486816406,4.010648250579834
8,7,0.008073091506958008,4.965908050537109
9,7,0.008632659912109375,8.197267770767212
8,9,0.01092672348022461,37.15826416015625
4,10,0.006612062454223633,0.15796351432800293
4,11,0.004619598388671875,0.1944878101348877
12,4,0.006232261657714844,0.18396449089050293
4,13,0.008682727813720703,0.6671750545501709
5,10,0.009960174560546875,2.1574866771698
5,11,0.009514570236206055,3.085230827331543
12,5,0.008480072021484375,2.481689214706421
13,5,0.011728763580322266,3.3421523571014404
10,6,0.010112762451171875,4.057312250137329
11,6,0.011350870132446289,9.54323959350586
6,12,0.011382341384887695,37.20958971977234
13,6,0.014849662780761719,24.20077085494995
10,7,0.014190912246704102,19.280648231506348
11,7,0.014142751693725586,48.14533519744873
7,12,0.015235185623168945,312.42153310775757
7,13,0.016062259674072266,817.1634795665741
10,8,0.013370990753173828,169.82409477233887
11,8,0.013038158416748047,266.8839032649994
